id,comment,label,comment_w_tone,combine_comment
train_007546,chất lượng sản phẩm tuyệt vời giày mềm mang êm chân lắm rất đáng tiền,0,chat luong san pham tuyet voi giay mem mang em chan lam rat dang tien,chất lượng sản phẩm tuyệt vời giày mềm mang êm chân lắm rất đáng tiền chat luong san pham tuyet voi giay mem mang em chan lam rat dang tien
train_015098,vớ rất đẹp,0,vo rat dep,vớ rất đẹp vo rat dep
train_010454,chất lượng ok nhưng giao sai màu đã note là lấy 1 đen 1 hồng vậy mà lại giao 2 cái đen hix hix,1,chat luong ok nhung giao sai mau da note la lay 1 den 1 hong vay ma lai giao 2 cai den hix hix,chất lượng ok nhưng giao sai màu đã note là lấy 1 đen 1 hồng vậy mà lại giao 2 cái đen hix hix chat luong ok nhung giao sai mau da note la lay 1 den 1 hong vay ma lai giao 2 cai den hix hix
train_003989,sạc pin báo vào nhưng pin không lên sạc cả đêm mà không được tý pin nào,1,sac pin bao vao nhung pin khong len sac ca dem ma khong duoc ty pin nao,sạc pin báo vào nhưng pin không lên sạc cả đêm mà không được tý pin nào sac pin bao vao nhung pin khong len sac ca dem ma khong duoc ty pin nao
train_010564,mua hàng trên shoppe cứ như đánh cược ý mua phải hàng tốt thì ok mà k may mua phải đồ k dùng dk thì vất đi,0,mua hang tren shoppe cu nhu danh cuoc y mua phai hang tot thi ok ma k may mua phai do k dung dk thi vat di,mua hàng trên shoppe cứ như đánh cược ý mua phải hàng tốt thì ok mà k may mua phải đồ k dùng dk thì vất đi mua hang tren shoppe cu nhu danh cuoc y mua phai hang tot thi ok ma k may mua phai do k dung dk thi vat di
train_000935,cay quá,0,cay qua,cay quá cay qua
train_002801,hàng đẹp hơn mong đợi ^^ sẽ tiếp tục ủng hộ,0,hang dep hon mong doi ^^ se tiep tuc ung ho,hàng đẹp hơn mong đợi ^^ sẽ tiếp tục ủng hộ hang dep hon mong doi ^^ se tiep tuc ung ho
train_009518,giao hàng quá nhanh lướt 4g vèo vèo cực kì hài lòng,0,giao hang qua nhanh luot 4g veo veo cuc ki hai long,giao hàng quá nhanh lướt 4g vèo vèo cực kì hài lòng giao hang qua nhanh luot 4g veo veo cuc ki hai long
train_008077,chất lượng sản phẩm tuyệt vời đẹp và đáng tiền lắm,0,chat luong san pham tuyet voi dep va dang tien lam,chất lượng sản phẩm tuyệt vời đẹp và đáng tiền lắm chat luong san pham tuyet voi dep va dang tien lam
train_014676,quá xấu đường may quá thưa chất vải quá xấu ko phải chất quần jieans,1,qua xau duong may qua thua chat vai qua xau ko phai chat quan jieans,quá xấu đường may quá thưa chất vải quá xấu ko phải chất quần jieans qua xau duong may qua thua chat vai qua xau ko phai chat quan jieans
train_003162,bán đồ kiểu gian manh không xài được,1,ban do kiẻu gian manh khong xai duọc,bán đồ kiểu gian manh không xài được ban do kiẻu gian manh khong xai duọc
train_012128,mới nhận máy chưa có thời gian test nhiều nên chưa có ý kiến về chất lượng nhưng mình hơi không hài lòng về tổng đài chăm sóc khách hàng do không có thời gian tìm hiểu kỹ nên gọi lên để tư vấn hỏi bạn đầu tiên về xuất xứ của máy thì bạn trả lời lòng vòng máy chính hãng mình hỏi lần nữa xuất xứ thì bạn bảo đợi máy một đỗi xong trả lời cái gì đó mình ko nghe được rồi cúp máy luôn mình gọi lên lần 2 thì bạn tư vấn bảo hàng chính hãng xuất xứ việt nam nhận hàng thì thấy made in china lưu ý thêm chút nữa mình cầm máy chơi khoảng 20 thì cảm thấy hơi nóng nóng,1,moi nhan may chua co thoi gian test nhieu nen chua co y kien ve chat luong nhung minh hoi khong hai long ve tong dai cham soc khach hang do khong co thoi gian tim hieu ky nen goi len de tu van hoi ban dau tien ve xuat xu cua may thi ban tra loi long vong may chinh hang minh hoi lan nua xuat xu thi ban bao doi may mot doi xong tra loi cai gi do minh ko nghe duoc roi cup may luon minh goi len lan 2 thi ban tu van bao hang chinh hang xuat xu viet nam nhan hang thi thay made in china luu y them chut nua minh cam may choi khoang 20 thi cam thay hoi nong nong,mới nhận máy chưa có thời gian test nhiều nên chưa có ý kiến về chất lượng nhưng mình hơi không hài lòng về tổng đài chăm sóc khách hàng do không có thời gian tìm hiểu kỹ nên gọi lên để tư vấn hỏi bạn đầu tiên về xuất xứ của máy thì bạn trả lời lòng vòng máy chính hãng mình hỏi lần nữa xuất xứ thì bạn bảo đợi máy một đỗi xong trả lời cái gì đó mình ko nghe được rồi cúp máy luôn mình gọi lên lần 2 thì bạn tư vấn bảo hàng chính hãng xuất xứ việt nam nhận hàng thì thấy made in china lưu ý thêm chút nữa mình cầm máy chơi khoảng 20 thì cảm thấy hơi nóng nóng moi nhan may chua co thoi gian test nhieu nen chua co y kien ve chat luong nhung minh hoi khong hai long ve tong dai cham soc khach hang do khong co thoi gian tim hieu ky nen goi len de tu van hoi ban dau tien ve xuat xu cua may thi ban tra loi long vong may chinh hang minh hoi lan nua xuat xu thi ban bao doi may mot doi xong tra loi cai gi do minh ko nghe duoc roi cup may luon minh goi len lan 2 thi ban tu van bao hang chinh hang xuat xu viet nam nhan hang thi thay made in china luu y them chut nua minh cam may choi khoang 20 thi cam thay hoi nong nong
train_007436,shop giao rất nhanh,0,shop giao rat nhanh,shop giao rất nhanh shop giao rat nhanh
train_010847,tạm đc thôi,0,tam dc thoi,tạm đc thôi tam dc thoi
train_011508,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chủ shop rất dễ thương,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chu shop rat de thuong,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chủ shop rất dễ thương chat luong san pham tuyet voi dong goi san pham rat dep va chac chan chu shop rat de thuong
train_006422,đậu cua ăn ngon vị cũng ngon nốt bánh chia bịch nhỏ ăn rất tiện thích nhất vừa xem phim vừa nhai đậu 🤣,0,dau cua an ngon vi cung ngon not banh chia bich nho an rat tien thich nhat vua xem phim vua nhai dau 🤣,đậu cua ăn ngon vị cũng ngon nốt bánh chia bịch nhỏ ăn rất tiện thích nhất vừa xem phim vừa nhai đậu 🤣 dau cua an ngon vi cung ngon not banh chia bich nho an rat tien thich nhat vua xem phim vua nhai dau 🤣
train_003303,sản phẩm lỏng lẻo đầu kim cong,1,san pham long leo dau kim cong,sản phẩm lỏng lẻo đầu kim cong san pham long leo dau kim cong
train_011041,chất lượng sản phẩm rất kém shop phục vụ rất kém thời gian giao hàng rất chậm khi dễ khách hàng nt ko tl oder mà 20 ngày mới có đã vậy k có hướng dẫn sử dụng đm bán như ilolll,1,chat luong san pham rat kem shop phuc vu rat kem thoi gian giao hang rat cham khi de khach hang nt ko tl oder ma 20 ngay moi co da vay k co huong dan su dung dm ban nhu ilolll,chất lượng sản phẩm rất kém shop phục vụ rất kém thời gian giao hàng rất chậm khi dễ khách hàng nt ko tl oder mà 20 ngày mới có đã vậy k có hướng dẫn sử dụng đm bán như ilolll chat luong san pham rat kem shop phuc vu rat kem thoi gian giao hang rat cham khi de khach hang nt ko tl oder ma 20 ngay moi co da vay k co huong dan su dung dm ban nhu ilolll
train_008032,rất hài lòng với cách set up sản phẩm chủa shop rất chu đáo đáng đồng tiền chất lượng khi thử lần đầu tiên của sp khá tốt wax gần hết đc lông chỉ sót vài cọng,0,rat hai long voi cach set up san pham chua shop rat chu dao dang dong tien chat luong khi thu lan dau tien cua sp kha tot wax gan het dc long chi sot vai cong,rất hài lòng với cách set up sản phẩm chủa shop rất chu đáo đáng đồng tiền chất lượng khi thử lần đầu tiên của sp khá tốt wax gần hết đc lông chỉ sót vài cọng rat hai long voi cach set up san pham chua shop rat chu dao dang dong tien chat luong khi thu lan dau tien cua sp kha tot wax gan het dc long chi sot vai cong
train_002758,son đẹp giao hàng nhanh,0,son dep giao hang nhanh,son đẹp giao hàng nhanh son dep giao hang nhanh
train_002417,hàng kém chất lượng mới dùng chưa đến một ngày đã vào nước ko đáng đồng tiền một chữ tệ,1,hang kem chat luong moi dung chua den mot ngay da vao nuoc ko dang dong tien mot chu te,hàng kém chất lượng mới dùng chưa đến một ngày đã vào nước ko đáng đồng tiền một chữ tệ hang kem chat luong moi dung chua den mot ngay da vao nuoc ko dang dong tien mot chu te
train_009466,mới mua về nên chưa thể review về nội dung nhưng thực sự thất vọng về chất lượng sách bìa bị xước và nhăn những trang cuôis sách từ trang 407-415 bị rách có nhát cắt thực sự thất vọng đành phải review 1 sao,1,moi mua ve nen chua the review ve noi dung nhung thuc su that vong ve chat luong sach bia bi xuoc va nhan nhung trang cuois sach tu trang 407-415 bi rach co nhat cat thuc su that vong danh phai review 1 sao,mới mua về nên chưa thể review về nội dung nhưng thực sự thất vọng về chất lượng sách bìa bị xước và nhăn những trang cuôis sách từ trang 407-415 bị rách có nhát cắt thực sự thất vọng đành phải review 1 sao moi mua ve nen chua the review ve noi dung nhung thuc su that vong ve chat luong sach bia bi xuoc va nhan nhung trang cuois sach tu trang 407-415 bi rach co nhat cat thuc su that vong danh phai review 1 sao
train_004285,đẹp vừa lấy về test trận mưa lớn liềnkêdt quả ngoài mog đợiđi bơi vô tư,0,dep vua lay ve test tran mua lon lienkedt qua ngoai mog doidi boi vo tu,đẹp vừa lấy về test trận mưa lớn liềnkêdt quả ngoài mog đợiđi bơi vô tư dep vua lay ve test tran mua lon lienkedt qua ngoai mog doidi boi vo tu
train_000893,đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời,0,dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan chat luong san pham tuyet voi,đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan chat luong san pham tuyet voi dong goi san pham rat dep va chac chan dong goi san pham rat dep va chac chan chat luong san pham tuyet voi
train_012956,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền sản phẩm tốt vượt mong đợi rất đẹp so với giá tiêng,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien san pham tot vuot mong doi rat dep so voi gia tieng,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền sản phẩm tốt vượt mong đợi rất đẹp so với giá tiêng chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien san pham tot vuot mong doi rat dep so voi gia tieng
train_004339,chất lượng sản phẩm rất kém không đúng mô tả,1,chat luong san pham rat kem khong dung mo ta,chất lượng sản phẩm rất kém không đúng mô tả chat luong san pham rat kem khong dung mo ta
train_010083,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém,1,chat luong san pham tuyet voi dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém đóng gói sản phẩm rất kém chat luong san pham tuyet voi dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem dong goi san pham rat kem
train_010071,chuột như shit mắt quang học lúc nâng lên để xoay chuột vẫn ko ngắtmà phải nâng cao hẳn mới ngắt ko chơi được game fps,1,chuot nhu shit mat quang hoc luc nang len de xoay chuot van ko ngatma phai nang cao han moi ngat ko choi duoc game fps,chuột như shit mắt quang học lúc nâng lên để xoay chuột vẫn ko ngắtmà phải nâng cao hẳn mới ngắt ko chơi được game fps chuot nhu shit mat quang hoc luc nang len de xoay chuot van ko ngatma phai nang cao han moi ngat ko choi duoc game fps
train_000093,thấy ghi đc tặng kèm tã quần đến khi nhận hàng thì k thấy hỏi shop thì nói k có,1,thay ghi dc tang kem ta quan den khi nhan hang thi k thay hoi shop thi noi k co,thấy ghi đc tặng kèm tã quần đến khi nhận hàng thì k thấy hỏi shop thì nói k có thay ghi dc tang kem ta quan den khi nhan hang thi k thay hoi shop thi noi k co
train_013125,ngon tuyệt rất xứng đồng tiền shop bán giá cả rất phải chăng nữa,0,ngon tuyet rat xung dong tien shop ban gia ca rat phai chang nua,ngon tuyệt rất xứng đồng tiền shop bán giá cả rất phải chăng nữa ngon tuyet rat xung dong tien shop ban gia ca rat phai chang nua
train_012347,chất lượng sản phẩm tuyệt vời so với giá thì chất giầy quá đẹp,0,chat luong san pham tuyet voi so voi gia thi chat giay qua dep,chất lượng sản phẩm tuyệt vời so với giá thì chất giầy quá đẹp chat luong san pham tuyet voi so voi gia thi chat giay qua dep
train_003891,chưa dùng đã bị rách lỗ như hình chán luôn,1,chua dung da bi rach lo nhu hinh chan luon,chưa dùng đã bị rách lỗ như hình chán luôn chua dung da bi rach lo nhu hinh chan luon
train_001041,rat hai long ve spgia ca lai rat okhy vong shop se co nhieu sp ưng ý để kh lua chon,0,rat hai long ve spgia ca lai rat okhy vong shop se co nhieu sp ung y de kh lua chon,rat hai long ve spgia ca lai rat okhy vong shop se co nhieu sp ưng ý để kh lua chon rat hai long ve spgia ca lai rat okhy vong shop se co nhieu sp ung y de kh lua chon
train_009341,không có hộp adidas,0,khong co hop adidas,không có hộp adidas khong co hop adidas
train_005392,giày rất xinh cho đi vào thời tiết lạnh này quá hợp luôn mỗi tội là 1 bé nhà m đi hay bị tuột gót chắc phải thiết kế thêm cái dây,0,giay rat xinh cho di vao thoi tiet lanh nay qua hop luon moi toi la 1 be nha m di hay bi tuot got chac phai thiet ke them cai day,giày rất xinh cho đi vào thời tiết lạnh này quá hợp luôn mỗi tội là 1 bé nhà m đi hay bị tuột gót chắc phải thiết kế thêm cái dây giay rat xinh cho di vao thoi tiet lanh nay qua hop luon moi toi la 1 be nha m di hay bi tuot got chac phai thiet ke them cai day
train_006994,son ko lì lắm,0,son ko li lam,son ko lì lắm son ko li lam
train_004995,đóng gói sản phẩm rất đẹp và chắc chắn dâu gọi thơm,0,dong goi san pham rat dep va chac chan dau goi thom,đóng gói sản phẩm rất đẹp và chắc chắn dâu gọi thơm dong goi san pham rat dep va chac chan dau goi thom
train_005209,giầy đẹp y hình đế êm giao hàng nhanh c on shop,0,giay dep y hinh de em giao hang nhanh c on shop,giầy đẹp y hình đế êm giao hàng nhanh c on shop giay dep y hinh de em giao hang nhanh c on shop
train_000264,chất lượng sản phẩm tuyệt vời sẽ ủng hộ,0,chat luong san pham tuyet voi se ung ho,chất lượng sản phẩm tuyệt vời sẽ ủng hộ chat luong san pham tuyet voi se ung ho
train_004668,sim chưa đăng kí bị khoá 2 chiều phải gọi tổng đài hỏi thì phải đem cmnd với thẻ sim ra đăng kí lại và giá gốc sim này chỉ có 50k nhưng phải mua với giá 90k trên thông tin bán hàng không hề đề cập đến vấn đề này,1,sim chua dang ki bi khoa 2 chieu phai goi tong dai hoi thi phai dem cmnd voi the sim ra dang ki lai va gia goc sim nay chi co 50k nhung phai mua voi gia 90k tren thong tin ban hang khong he de cap den van de nay,sim chưa đăng kí bị khoá 2 chiều phải gọi tổng đài hỏi thì phải đem cmnd với thẻ sim ra đăng kí lại và giá gốc sim này chỉ có 50k nhưng phải mua với giá 90k trên thông tin bán hàng không hề đề cập đến vấn đề này sim chua dang ki bi khoa 2 chieu phai goi tong dai hoi thi phai dem cmnd voi the sim ra dang ki lai va gia goc sim nay chi co 50k nhung phai mua voi gia 90k tren thong tin ban hang khong he de cap den van de nay
train_008906,chất lượng sản phẩm tạm được không đáng tiền không đáng tiền,1,chat luong san pham tam duoc khong dang tien khong dang tien,chất lượng sản phẩm tạm được không đáng tiền không đáng tiền chat luong san pham tam duoc khong dang tien khong dang tien
train_016019,"các hảng sản xuất hay dùng chiêu bài tiện lợi, tiến bộ, sành điệu v v tất cả chỉ một mục đích duy nhất moi tiền người dùng còn những chi tiết kỹ thuật nào chưa khắc phục được thì cứ lờ đi mà thôi",0,"cac hang san xuat hay dung chieu bai tien loi, tien bo, sanh dieu v v tat ca chi mot muc dich duy nhat moi tien nguoi dung con nhung chi tiet ky thuat nao chua khac phuc duoc thi cu lo di ma thoi","các hảng sản xuất hay dùng chiêu bài tiện lợi, tiến bộ, sành điệu v v tất cả chỉ một mục đích duy nhất moi tiền người dùng còn những chi tiết kỹ thuật nào chưa khắc phục được thì cứ lờ đi mà thôi cac hang san xuat hay dung chieu bai tien loi, tien bo, sanh dieu v v tat ca chi mot muc dich duy nhat moi tien nguoi dung con nhung chi tiet ky thuat nao chua khac phuc duoc thi cu lo di ma thoi"
train_003261,chat luong sp tuyet voidong goi chac chanshop phuc vu tot se ung ho dai dai,0,chat luong sp tuyet voidong goi chac chanshop phuc vu tot se ung ho dai dai,chat luong sp tuyet voidong goi chac chanshop phuc vu tot se ung ho dai dai chat luong sp tuyet voidong goi chac chanshop phuc vu tot se ung ho dai dai
train_005272,bể 3 cái gương nhắn shop thì lâu lắm mới rep tới lúc rep thì thái độ với khách mua hàng mà còn phải tốn tiền mua gói combo đảm bảo nữa mặc dù chỉ có 3k thôi nhưng nó thể hiện thái độ phục vụ khách hàng quá chán ko bao giờ quay lại,1,be 3 cai guong nhan shop thi lau lam moi rep toi luc rep thi thai do voi khach mua hang ma con phai ton tien mua goi combo dam bao nua mac du chi co 3k thoi nhung no the hien thai do phuc vu khach hang qua chan ko bao gio quay lai,bể 3 cái gương nhắn shop thì lâu lắm mới rep tới lúc rep thì thái độ với khách mua hàng mà còn phải tốn tiền mua gói combo đảm bảo nữa mặc dù chỉ có 3k thôi nhưng nó thể hiện thái độ phục vụ khách hàng quá chán ko bao giờ quay lại be 3 cai guong nhan shop thi lau lam moi rep toi luc rep thi thai do voi khach mua hang ma con phai ton tien mua goi combo dam bao nua mac du chi co 3k thoi nhung no the hien thai do phuc vu khach hang qua chan ko bao gio quay lai
train_006811,màu lên đẹp k kén da giao hàng rất nhanh đặt chiều hôm trước hôm sau đã có hàng r,0,mau len dep k ken da giao hang rat nhanh dat chieu hom truoc hom sau da co hang r,màu lên đẹp k kén da giao hàng rất nhanh đặt chiều hôm trước hôm sau đã có hàng r mau len dep k ken da giao hang rat nhanh dat chieu hom truoc hom sau da co hang r
train_008195,mac dù cài bị lỗi nhưng shop cũng hỗ trợ hoàn toàn tiền chi hơi mất thời gian lưu ý shop ko dx gửi sai hàng nữa cho shop 2 sao,1,mac du cai bi loi nhung shop cung ho tro hoan toan tien chi hoi mat thoi gian luu y shop ko dx gui sai hang nua cho shop 2 sao,mac dù cài bị lỗi nhưng shop cũng hỗ trợ hoàn toàn tiền chi hơi mất thời gian lưu ý shop ko dx gửi sai hàng nữa cho shop 2 sao mac du cai bi loi nhung shop cung ho tro hoan toan tien chi hoi mat thoi gian luu y shop ko dx gui sai hang nua cho shop 2 sao
train_007007,"alienware là trùm hỏng vặt, được cái mã, giá thì bình thường thậm chí còn rẻ hơn so với asus và msi với lại có điên mới mua con alien 18 này, con này đã hết sản xuất từ 2 năm trước và đang clear hàng , dùng cpu haswell ko phải skylake như các đời còn lại",1,"alienware la trum hong vat, duoc cai ma, gia thi binh thuong tham chi con re hon so voi asus va msi voi lai co dien moi mua con alien 18 nay, con nay da het san xuat tu 2 nam truoc va dang clear hang , dung cpu haswell ko phai skylake nhu cac doi con lai","alienware là trùm hỏng vặt, được cái mã, giá thì bình thường thậm chí còn rẻ hơn so với asus và msi với lại có điên mới mua con alien 18 này, con này đã hết sản xuất từ 2 năm trước và đang clear hàng , dùng cpu haswell ko phải skylake như các đời còn lại alienware la trum hong vat, duoc cai ma, gia thi binh thuong tham chi con re hon so voi asus va msi voi lai co dien moi mua con alien 18 nay, con nay da het san xuat tu 2 nam truoc va dang clear hang , dung cpu haswell ko phai skylake nhu cac doi con lai"
train_009575,chất lượng sản phẩm rất kém đừng mua làm gì cả,1,chat luong san pham rat kem dung mua lam gi ca,chất lượng sản phẩm rất kém đừng mua làm gì cả chat luong san pham rat kem dung mua lam gi ca
train_015430,ngũ cốc toàn mùi đậu nành tiền nào của nấy nên cái này cũng ko trách shop được nhưng rất không hài lòng vì các hạt bị rang cháy vừa khét vừa đắng dù đã pha thêm sữa đặc vẫn không thể uống nổi,1,ngu coc toan mui dau nanh tien nao cua nay nen cai nay cung ko trach shop duoc nhung rat khong hai long vi cac hat bi rang chay vua khet vua dang du da pha them sua dac van khong the uong noi,ngũ cốc toàn mùi đậu nành tiền nào của nấy nên cái này cũng ko trách shop được nhưng rất không hài lòng vì các hạt bị rang cháy vừa khét vừa đắng dù đã pha thêm sữa đặc vẫn không thể uống nổi ngu coc toan mui dau nanh tien nao cua nay nen cai nay cung ko trach shop duoc nhung rat khong hai long vi cac hat bi rang chay vua khet vua dang du da pha them sua dac van khong the uong noi
train_005303,bịt tay gì mà bịt rồi vẫn nghe như thường còn bị lủng mỏ nữa chứ,1,bit tay gi ma bit roi van nghe nhu thuong con bi lung mo nua chu,bịt tay gì mà bịt rồi vẫn nghe như thường còn bị lủng mỏ nữa chứ bit tay gi ma bit roi van nghe nhu thuong con bi lung mo nua chu
train_005818,tốt rất đẹp,0,tot rat dep,tốt rất đẹp tot rat dep
train_003746,mua 3 râu về thành 2 râu,1,mua 3 rau ve thanh 2 rau,mua 3 râu về thành 2 râu mua 3 rau ve thanh 2 rau
train_008068,mình quá già để đọc tác phẩm này các bạn sinh viên nên đọc để thêm kiến thức xử lý các tình huống,1,minh qua gia de doc tac pham nay cac ban sinh vien nen doc de them kien thuc xu ly cac tinh huong,mình quá già để đọc tác phẩm này các bạn sinh viên nên đọc để thêm kiến thức xử lý các tình huống minh qua gia de doc tac pham nay cac ban sinh vien nen doc de them kien thuc xu ly cac tinh huong
train_014280,quần áo bị rách mà vẫn giao cho khách,1,quan ao bi rach ma van giao cho khach,quần áo bị rách mà vẫn giao cho khách quan ao bi rach ma van giao cho khach
train_013153,sản phẩm giá rẻ dùng thấy cũng ok lần sau sẽ ủng hộ shop tiếp con m hơn 6kg mặc size m rộng thoải mái các mom ạ giao hàng rất nhanh,0,san pham gia re dung thay cung ok lan sau se ung ho shop tiep con m hon 6kg mac size m rong thoai mai cac mom a giao hang rat nhanh,sản phẩm giá rẻ dùng thấy cũng ok lần sau sẽ ủng hộ shop tiếp con m hơn 6kg mặc size m rộng thoải mái các mom ạ giao hàng rất nhanh san pham gia re dung thay cung ok lan sau se ung ho shop tiep con m hon 6kg mac size m rong thoai mai cac mom a giao hang rat nhanh
train_015366,sách là câu chuyện của một bác sỹ chữa bệnh cho các bệnh nhân của mình giống như tựa tiếng anh women who love too much tựa sách tiếng việt không diễn tả đúng nội dung của sách,1,sách là cau chuyẹn của mọt bác sỹ chũa bẹnh cho các bẹnh nhan của mình gióng nhu tụa tiéng anh women who love too much tụa sách tiéng viẹt khong diẽn tả dúng nọi dung của sách,sách là câu chuyện của một bác sỹ chữa bệnh cho các bệnh nhân của mình giống như tựa tiếng anh women who love too much tựa sách tiếng việt không diễn tả đúng nội dung của sách sách là cau chuyẹn của mọt bác sỹ chũa bẹnh cho các bẹnh nhan của mình gióng nhu tụa tiéng anh women who love too much tụa sách tiéng viẹt khong diẽn tả dúng nọi dung của sách
train_002505,chuẩn luôn chả có gì đặc sắc,1,chuan luon cha co gi dac sac,chuẩn luôn chả có gì đặc sắc chuan luon cha co gi dac sac
train_007427,giày hơi rộng chất lượng sản phẩm tuyệt vời,0,giay hoi rong chat luong san pham tuyet voi,giày hơi rộng chất lượng sản phẩm tuyệt vời giay hoi rong chat luong san pham tuyet voi
train_012640,sản phẩm sản xuất cũ quá rồi 11 2016,1,san pham san xuat cu qua roi 11 2016,sản phẩm sản xuất cũ quá rồi 11 2016 san pham san xuat cu qua roi 11 2016
train_010546,sản phẩm ok lắm nằm thấy dễ chịu,0,san pham ok lam nam thay de chiu,sản phẩm ok lắm nằm thấy dễ chịu san pham ok lam nam thay de chiu
train_013396,giao hàng nhanh hộp chắc chắn sẽ đặt thêm,0,giao hang nhanh hop chac chan se dat them,giao hàng nhanh hộp chắc chắn sẽ đặt thêm giao hang nhanh hop chac chan se dat them
train_013091,shop giao hàng rất nhanh sản phẩm tốt dù là nhận thiệp đánh máy nhưng cũng cảm thấy rất vui,0,shop giao hang rat nhanh san pham tot du la nhan thiep danh may nhung cung cam thay rat vui,shop giao hàng rất nhanh sản phẩm tốt dù là nhận thiệp đánh máy nhưng cũng cảm thấy rất vui shop giao hang rat nhanh san pham tot du la nhan thiep danh may nhung cung cam thay rat vui
train_002317,trước khi đặt hàng đã nt dặn shop đôi màu đỏ đen lúc giao thì giao trắng đen ủa nếu như hết hàng đỏ đen thì phải báo lại để khách ngta ko đặt h đem đôi trắng đen về cúng tụi m hả shop lồn địt mẹ làm ăn đéo có lương tâm nt gần 20 tin ko tl lại dù chỉ là 1 tin tụi m làm ăn có lương tâm xíu đi,1,truoc khi dat hang da nt dan shop doi mau do den luc giao thi giao trang den ua neu nhu het hang do den thi phai bao lai de khach ngta ko dat h dem doi trang den ve cung tui m ha shop lon dit me lam an deo co luong tam nt gan 20 tin ko tl lai du chi la 1 tin tui m lam an co luong tam xiu di,trước khi đặt hàng đã nt dặn shop đôi màu đỏ đen lúc giao thì giao trắng đen ủa nếu như hết hàng đỏ đen thì phải báo lại để khách ngta ko đặt h đem đôi trắng đen về cúng tụi m hả shop lồn địt mẹ làm ăn đéo có lương tâm nt gần 20 tin ko tl lại dù chỉ là 1 tin tụi m làm ăn có lương tâm xíu đi truoc khi dat hang da nt dan shop doi mau do den luc giao thi giao trang den ua neu nhu het hang do den thi phai bao lai de khach ngta ko dat h dem doi trang den ve cung tui m ha shop lon dit me lam an deo co luong tam nt gan 20 tin ko tl lai du chi la 1 tin tui m lam an co luong tam xiu di
train_014379,chất lượng sản phẩm tuyệt vời ngon hơn cả loại 250k đóng gói sản phẩm rất đẹp và chắc chắn,0,chat luong san pham tuyet voi ngon hon ca loai 250k dong goi san pham rat dep va chac chan,chất lượng sản phẩm tuyệt vời ngon hơn cả loại 250k đóng gói sản phẩm rất đẹp và chắc chắn chat luong san pham tuyet voi ngon hon ca loai 250k dong goi san pham rat dep va chac chan
train_003962,yêu cầu đổi sản phẩm bàn phím không dùng được chế độ dung của máy cũng hỏng và máy thiếu tai nghe đã được tư vấn chăm sóc của đại lý hẹn đổi máy khác trong ngày rất tốt,1,yeu cau doi san pham ban phim khong dung duoc che do dung cua may cung hong va may thieu tai nghe da duoc tu van cham soc cua dai ly hen doi may khac trong ngay rat tot,yêu cầu đổi sản phẩm bàn phím không dùng được chế độ dung của máy cũng hỏng và máy thiếu tai nghe đã được tư vấn chăm sóc của đại lý hẹn đổi máy khác trong ngày rất tốt yeu cau doi san pham ban phim khong dung duoc che do dung cua may cung hong va may thieu tai nghe da duoc tu van cham soc cua dai ly hen doi may khac trong ngay rat tot
train_009400,máy dùng tốt sd xong da mặt mịn,0,may dung tot sd xong da mat min,máy dùng tốt sd xong da mặt mịn may dung tot sd xong da mat min
